"Disease","County","Year","Sex","Cases","Population","Rate","Lower 95% CI","Upper 95% CI","Annotation Code"
Chlamydia,Sutter,2012,Female,168,48137,349.0,298.3,405.8,
Chlamydia,Sutter,2012,Male,63,47616,132.3,101.7,169.2,
Chlamydia,Sutter,2012,Total,231,95753,241.2,211.2,274.4,
Chlamydia,Sutter,2013,Female,194,48412,400.7,346.4,461.1,
Chlamydia,Sutter,2013,Male,91,47893,190.0,153.0,233.2,
Chlamydia,Sutter,2013,Total,285,96305,295.9,262.6,332.3,
Chlamydia,Sutter,2014,Female,236,48637,485.2,425.4,551.1,
Chlamydia,Sutter,2014,Male,100,48228,207.3,168.7,252.1,
Chlamydia,Sutter,2014,Total,336,96865,346.9,310.8,385.9,
Chlamydia,Sutter,2015,Female,229,48877,468.5,409.9,533.1,
Chlamydia,Sutter,2015,Male,83,48464,171.3,136.4,212.3,
Chlamydia,Sutter,2015,Total,312,97341,320.5,286.0,358.1,
Chlamydia,Sutter,2016,Female,231,49163,469.9,411.3,534.4,
Chlamydia,Sutter,2016,Male,98,48773,200.9,163.2,244.8,
Chlamydia,Sutter,2016,Total,329,97936,335.9,300.7,374.2,
Chlamydia,Sutter,2017,Female,250,49328,506.8,446.1,573.5,
Chlamydia,Sutter,2017,Male,107,49014,218.3,178.9,263.7,
Chlamydia,Sutter,2017,Total,358,98342,364.0,327.4,403.7,
Chlamydia,Sutter,2018,Female,240,49496,484.9,425.6,550.1,
Chlamydia,Sutter,2018,Male,108,49239,219.3,180.0,264.8,
Chlamydia,Sutter,2018,Total,352,98735,356.5,320.3,395.7,
Chlamydia,Tehama,2001,Female,72,28540,252.3,197.4,317.6,
Chlamydia,Tehama,2001,Male,18,27925,64.5,38.2,101.9,
Chlamydia,Tehama,2001,Total,90,56465,159.4,128.2,195.9,
Chlamydia,Tehama,2002,Female,93,28910,321.7,259.7,393.9,
Chlamydia,Tehama,2002,Male,23,28371,81.1,51.4,121.6,
Chlamydia,Tehama,2002,Total,116,57281,202.5,167.4,242.8,
Chlamydia,Tehama,2003,Female,91,29459,308.9,248.8,379.1,
Chlamydia,Tehama,2003,Male,21,28956,72.5,44.9,110.8,
Chlamydia,Tehama,2003,Total,113,58415,193.4,159.5,232.5,
Chlamydia,Tehama,2004,Female,121,29977,403.6,335.0,482.1,
Chlamydia,Tehama,2004,Male,25,29516,84.7,54.8,125.0,
Chlamydia,Tehama,2004,Total,154,59493,258.9,219.6,303.1,
Chlamydia,Tehama,2005,Female,106,30447,348.1,285.1,420.9,
Chlamydia,Tehama,2005,Male,35,30014,116.6,81.2,162.1,
Chlamydia,Tehama,2005,Total,141,60461,233.2,196.3,275.0,
Chlamydia,Tehama,2006,Female,117,30951,378.0,312.7,452.9,
Chlamydia,Tehama,2006,Male,40,30591,130.8,93.4,178.0,
Chlamydia,Tehama,2006,Total,157,61542,255.1,216.8,298.2,
Chlamydia,Tehama,2007,Female,117,31175,375.3,310.5,449.6,
Chlamydia,Tehama,2007,Male,22,30836,71.3,44.7,108.0,
Chlamydia,Tehama,2007,Total,140,62011,225.8,190.0,266.4,
Chlamydia,Tehama,2008,Female,92,31514,291.9,235.4,357.9,
Chlamydia,Tehama,2008,Male,15,31206,48.1,26.9,79.3,
Chlamydia,Tehama,2008,Total,107,62720,170.6,139.8,206.1,
Chlamydia,Tehama,2009,Female,123,31697,388.0,322.6,462.8,
Chlamydia,Tehama,2009,Male,42,31425,133.7,96.3,180.6,
Chlamydia,Tehama,2009,Total,165,63122,261.4,223.1,304.4,
Chlamydia,Tehama,2010,Female,125,31886,392.0,326.4,466.9,
Chlamydia,Tehama,2010,Male,42,31647,132.7,95.7,179.3,
Chlamydia,Tehama,2010,Total,167,63533,262.9,224.5,305.8,
Chlamydia,Tehama,2011,Female,122,31977,381.5,316.9,455.4,
Chlamydia,Tehama,2011,Male,39,31682,123.1,87.5,168.2,
Chlamydia,Tehama,2011,Total,161,63659,252.9,215.4,295.1,
Chlamydia,Tehama,2012,Female,170,32037,530.6,454.0,616.4,
Chlamydia,Tehama,2012,Male,53,31723,167.1,125.2,218.5,
Chlamydia,Tehama,2012,Total,223,63760,349.7,305.4,398.7,
Chlamydia,Tehama,2013,Female,135,32044,421.3,353.3,498.5,
Chlamydia,Tehama,2013,Male,59,31709,186.1,141.7,239.9,
Chlamydia,Tehama,2013,Total,194,63753,304.3,263.0,350.2,
Chlamydia,Tehama,2014,Female,150,32157,466.5,394.9,547.1,
Chlamydia,Tehama,2014,Male,38,31775,119.6,84.6,164.1,
Chlamydia,Tehama,2014,Total,188,63932,294.1,253.6,339.2,
Chlamydia,Tehama,2015,Female,143,32273,443.1,373.6,521.8,
Chlamydia,Tehama,2015,Male,55,31840,172.7,130.2,224.8,
Chlamydia,Tehama,2015,Total,198,64113,308.8,267.4,354.9,
Chlamydia,Tehama,2016,Female,190,32407,586.3,506.1,675.5,
Chlamydia,Tehama,2016,Male,57,31929,178.5,135.2,231.2,
Chlamydia,Tehama,2016,Total,247,64336,383.9,337.6,434.8,
Chlamydia,Tehama,2017,Female,155,32464,477.5,405.4,558.6,
Chlamydia,Tehama,2017,Male,65,31943,203.5,157.1,259.3,
Chlamydia,Tehama,2017,Total,225,64407,349.3,305.2,398.0,
Chlamydia,Tehama,2018,Female,131,32540,402.6,336.7,477.5,
Chlamydia,Tehama,2018,Male,54,31992,168.8,126.8,220.2,
Chlamydia,Tehama,2018,Total,191,64532,296.0,255.5,341.0,
Chlamydia,Trinity,2001,Female,,6327,,,,s
Chlamydia,Trinity,2001,Male,,6636,,,,s
Chlamydia,Trinity,2001,Total,4,12963,30.9,8.4,79.0,*
Chlamydia,Trinity,2002,Female,,6408,,,,s
Chlamydia,Trinity,2002,Male,,6751,,,,s
Chlamydia,Trinity,2002,Total,12,13159,91.2,47.1,159.2,
Chlamydia,Trinity,2003,Female,,6516,,,,s
Chlamydia,Trinity,2003,Male,,6872,,,,s
Chlamydia,Trinity,2003,Total,13,13388,97.1,51.7,166.0,
Chlamydia,Trinity,2004,Female,,6574,,,,s
Chlamydia,Trinity,2004,Male,,6945,,,,s
Chlamydia,Trinity,2004,Total,16,13519,118.4,67.7,192.1,
Chlamydia,Trinity,2005,Female,,6697,,,,s
Chlamydia,Trinity,2005,Male,,7092,,,,s
Chlamydia,Trinity,2005,Total,14,13789,101.5,55.5,170.3,
Chlamydia,Trinity,2006,Female,,6718,,,,s
Chlamydia,Trinity,2006,Male,,7105,,,,s
Chlamydia,Trinity,2006,Total,13,13823,94.0,50.1,160.8,
Chlamydia,Trinity,2007,Female,,6689,,,,s
Chlamydia,Trinity,2007,Male,,7098,,,,s
Chlamydia,Trinity,2007,Total,15,13787,108.8,60.9,179.4,
Chlamydia,Trinity,2008,Female,,6646,,,,s
Chlamydia,Trinity,2008,Male,,7084,,,,s
Chlamydia,Trinity,2008,Total,15,13730,109.3,61.2,180.1,
Chlamydia,Trinity,2009,Female,,6670,,,,s
Chlamydia,Trinity,2009,Male,,7101,,,,s
Chlamydia,Trinity,2009,Total,10,13771,72.6,34.8,133.5,*
Chlamydia,Trinity,2010,Female,,6682,,,,s
Chlamydia,Trinity,2010,Male,,7116,,,,s
Chlamydia,Trinity,2010,Total,16,13798,116.0,66.3,188.2,
Chlamydia,Trinity,2011,Female,,6672,,,,s
Chlamydia,Trinity,2011,Male,,7060,,,,s
Chlamydia,Trinity,2011,Total,14,13732,102.0,55.7,171.0,
Chlamydia,Trinity,2012,Female,,6686,,,,s
Chlamydia,Trinity,2012,Male,,7045,,,,s
Chlamydia,Trinity,2012,Total,13,13731,94.7,50.4,161.8,
Chlamydia,Trinity,2013,Female,,6670,,,,s
Chlamydia,Trinity,2013,Male,,7015,,,,s
Chlamydia,Trinity,2013,Total,10,13685,73.1,35.0,134.3,*
Chlamydia,Trinity,2014,Female,,6641,,,,s
Chlamydia,Trinity,2014,Male,,6985,,,,s
Chlamydia,Trinity,2014,Total,19,13626,139.4,84.0,217.7,
Chlamydia,Trinity,2015,Female,,6613,,,,s
Chlamydia,Trinity,2015,Male,,6943,,,,s
Chlamydia,Trinity,2015,Total,26,13556,191.8,125.3,280.9,
Chlamydia,Trinity,2016,Female,,6590,,,,s
Chlamydia,Trinity,2016,Male,,6899,,,,s
Chlamydia,Trinity,2016,Total,28,13489,207.6,138.0,299.9,
Chlamydia,Trinity,2017,Female,,6590,,,,s
Chlamydia,Trinity,2017,Male,,6863,,,,s
Chlamydia,Trinity,2017,Total,14,13453,104.1,56.9,174.5,
Chlamydia,Trinity,2018,Female,,6573,,,,s
Chlamydia,Trinity,2018,Male,,6834,,,,s
Chlamydia,Trinity,2018,Total,21,13407,156.6,97.0,239.3,
Chlamydia,Tulare,2001,Female,1125,186935,601.8,567.3,637.9,
Chlamydia,Tulare,2001,Male,313,187217,167.2,149.2,186.8,
Chlamydia,Tulare,2001,Total,1438,374152,384.3,364.8,404.7,
Chlamydia,Tulare,2002,Female,1217,190521,638.8,603.5,675.6,
Chlamydia,Tulare,2002,Male,346,190673,181.5,162.9,201.6,
Chlamydia,Tulare,2002,Total,1563,381194,410.0,390.0,430.8,
Chlamydia,Tulare,2003,Female,1332,195203,682.4,646.3,719.9,
Chlamydia,Tulare,2003,Male,381,195167,195.2,176.1,215.8,
